# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
aroA	gene-b0908	TRANSCRIPT_gene-b0908	protein_coding	0	7	1	14	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	7	11
aroB	gene-b3389	TRANSCRIPT_gene-b3389	protein_coding	0	3	1	80	0	0	0	0	49	0	0	0	1	0	0	0	0	0	0	0	3	31
aroC	gene-b2329	TRANSCRIPT_gene-b2329	protein_coding	0	33	1	152	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	33	119
aroD	gene-b1693	TRANSCRIPT_gene-b1693	protein_coding	0	11	4	110	0	0	0	0	61	0	0	0	4	0	0	0	0	0	0	0	11	49
aroE	gene-b3281	TRANSCRIPT_gene-b3281	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
aroF	gene-b2601	TRANSCRIPT_gene-b2601	protein_coding	0	0	1	55	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	19
aroG	gene-b0754	TRANSCRIPT_gene-b0754	protein_coding	0	0	0	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	21
aroH	gene-b1704	TRANSCRIPT_gene-b1704	protein_coding	0	2	0	90	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	2	59
aroK	gene-b3390	TRANSCRIPT_gene-b3390	protein_coding	0	0	0	85	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	37
aroL	gene-b0388	TRANSCRIPT_gene-b0388	protein_coding	0	1	0	73	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	64
aroM	gene-b0390	TRANSCRIPT_gene-b0390	protein_coding	0	3	2	61	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	3	56
aroP	gene-b0112	TRANSCRIPT_gene-b0112	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8
arpA	gene-b4017	TRANSCRIPT_gene-b4017	protein_coding	1	6	4	117	0	0	0	0	58	0	0	0	4	0	0	0	0	1	0	0	6	59
arpB	arpB	gene-b4494	pseudogene	0	0	0	10	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	2
arrS	gene-b4704	rna-b4704	lincRNA	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1
arsB	gene-b3502	TRANSCRIPT_gene-b3502	protein_coding	0	0	0	56	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	53
arsC	gene-b3503	TRANSCRIPT_gene-b3503	protein_coding	0	1	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	6
arsR	gene-b3501	TRANSCRIPT_gene-b3501	protein_coding	0	0	0	76	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	74
artI	gene-b0863	TRANSCRIPT_gene-b0863	protein_coding	0	0	0	111	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	17
artJ	gene-b0860	TRANSCRIPT_gene-b0860	protein_coding	0	20	1	131	0	0	0	0	126	0	0	0	1	0	0	0	0	0	0	0	20	5
artM	gene-b0861	TRANSCRIPT_gene-b0861	protein_coding	0	0	0	126	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	6
artP	gene-b0864	TRANSCRIPT_gene-b0864	protein_coding	0	0	0	101	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	34
artQ	gene-b0862	TRANSCRIPT_gene-b0862	protein_coding	0	0	0	112	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	6
ascB	gene-b2716	TRANSCRIPT_gene-b2716	protein_coding	0	87	24	177	0	0	0	0	90	0	0	0	24	0	0	1	0	0	0	1	86	87
ascF	gene-b2715	TRANSCRIPT_gene-b2715	protein_coding	0	15	4	255	0	0	0	0	179	0	0	0	4	0	0	0	0	0	0	0	15	76
ascG	gene-b2714	TRANSCRIPT_gene-b2714	protein_coding	0	18	7	236	0	0	0	0	65	0	0	0	7	0	0	0	0	0	0	0	18	171
ascrp	gene-b4841	rna-b4841	lincRNA	0	0	0	32	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	23
asd	gene-b3433	TRANSCRIPT_gene-b3433	protein_coding	0	4	1	114	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	4	90
asflhD	gene-b4839	rna-b4839	lincRNA	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
aslA	gene-b3801	TRANSCRIPT_gene-b3801	protein_coding	0	80	9	258	0	0	0	0	135	0	0	0	9	0	0	0	0	0	0	0	80	123
aslB	gene-b3800	TRANSCRIPT_gene-b3800	protein_coding	1	58	16	274	0	0	0	0	192	0	0	0	16	0	0	0	0	1	0	0	58	82
asmA	gene-b2064	TRANSCRIPT_gene-b2064	protein_coding	0	26	8	132	0	0	0	0	61	0	0	0	8	0	0	0	0	0	0	0	26	71
asnA	gene-b3744	TRANSCRIPT_gene-b3744	protein_coding	0	11	3	71	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	11	32
asnB	gene-b0674	TRANSCRIPT_gene-b0674	protein_coding	0	41	1	102	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	41	70
asnC	gene-b3743	TRANSCRIPT_gene-b3743	protein_coding	0	2	0	74	0	0	0	0	30	0	0	0	0	0	0	1	0	0	0	1	1	44
asnS	gene-b0930	TRANSCRIPT_gene-b0930	protein_coding	0	2	0	33	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	16
asnT	gene-b1977	rna-b1977	protein_coding	0	0	0	83	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	76
asnU	gene-b1986	rna-b1986	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
asnV	gene-b1989	rna-b1989	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
asnW	gene-b1984	rna-b1984	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
asompR	gene-b4842	rna-b4842	lincRNA	0	0	0	80	0	0	0	0	49	0	0	0	0	2	0	0	0	0	0	0	0	29
aspA	gene-b4139	TRANSCRIPT_gene-b4139	protein_coding	0	6	0	92	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	6	58
aspC	gene-b0928	TRANSCRIPT_gene-b0928	protein_coding	0	0	0	26	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	20
aspS	gene-b1866	TRANSCRIPT_gene-b1866	protein_coding	0	1	0	139	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	1	50
aspT	gene-b3760	rna-b3760	protein_coding	0	0	0	34	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	17
aspU	gene-b0206	rna-b0206	protein_coding	0	0	0	52	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	12
aspV	gene-b0216	rna-b0216	protein_coding	0	0	0	76	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	61
aspX	gene-b4825	rna-b4825	lincRNA	0	0	0	87	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	53
asphoP	gene-b4843	rna-b4843	lincRNA	0	0	0	125	0	0	0	0	62	0	0	0	0	3	0	0	0	0	0	0	0	60
asr	gene-b1597	TRANSCRIPT_gene-b1597	protein_coding	0	2	4	32	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	2	6
astA	gene-b1747	TRANSCRIPT_gene-b1747	protein_coding	0	9	0	79	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	9	39
astB	gene-b1745	TRANSCRIPT_gene-b1745	protein_coding	0	4	1	76	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	4	53
astC	gene-b1748	TRANSCRIPT_gene-b1748	protein_coding	0	2	1	84	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	2	36
astD	gene-b1746	TRANSCRIPT_gene-b1746	protein_coding	0	21	13	58	0	0	0	0	17	0	0	0	13	0	0	0	0	0	0	0	21	41
astE	gene-b1744	TRANSCRIPT_gene-b1744	protein_coding	0	0	0	79	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	50
atoA	gene-b2222	TRANSCRIPT_gene-b2222	protein_coding	0	0	0	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16
atoB	gene-b2224	TRANSCRIPT_gene-b2224	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1
atoC	gene-b2220	TRANSCRIPT_gene-b2220	protein_coding	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	26
atoD	gene-b2221	TRANSCRIPT_gene-b2221	protein_coding	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16
atoE	gene-b2223	TRANSCRIPT_gene-b2223	protein_coding	0	0	0	28	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	11
atoS	gene-b2219	TRANSCRIPT_gene-b2219	protein_coding	0	7	3	17	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	7	16
atpA	gene-b3734	TRANSCRIPT_gene-b3734	protein_coding	0	1	0	30	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	13
atpB	gene-b3738	TRANSCRIPT_gene-b3738	protein_coding	0	0	0	34	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	32
atpC	gene-b3731	TRANSCRIPT_gene-b3731	protein_coding	0	0	0	46	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	2
atpD	gene-b3732	TRANSCRIPT_gene-b3732	protein_coding	0	1	0	39	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	1	1
atpE	gene-b3737	TRANSCRIPT_gene-b3737	protein_coding	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24
atpF	gene-b3736	TRANSCRIPT_gene-b3736	protein_coding	0	0	0	21	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19
atpG	gene-b3733	TRANSCRIPT_gene-b3733	protein_coding	0	0	0	18	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1
atpH	gene-b3735	TRANSCRIPT_gene-b3735	protein_coding	0	0	0	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17
atpI	gene-b3739	TRANSCRIPT_gene-b3739	protein_coding	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32
avtA	gene-b3572	TRANSCRIPT_gene-b3572	protein_coding	0	0	1	10	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	4
azoR	gene-b1412	TRANSCRIPT_gene-b1412	protein_coding	0	9	3	135	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	9	98
azuC	gene-b4663	TRANSCRIPT_gene-b4663	protein_coding	0	1	0	96	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	94
azuR	gene-b4434	rna-b4434	lincRNA	0	0	0	97	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	94
bacA	gene-b3057	TRANSCRIPT_gene-b3057	protein_coding	0	7	0	19	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	1	6	5
baeR	gene-b2079	TRANSCRIPT_gene-b2079	protein_coding	0	0	0	65	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	4
baeS	gene-b2078	TRANSCRIPT_gene-b2078	protein_coding	0	0	0	72	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	11
bamA	gene-b0177	TRANSCRIPT_gene-b0177	protein_coding	0	3	0	30	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	3	7
bamB	gene-b2512	TRANSCRIPT_gene-b2512	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
bamC	gene-b2477	TRANSCRIPT_gene-b2477	protein_coding	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
bamD	gene-b2595	TRANSCRIPT_gene-b2595	protein_coding	0	0	0	85	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	42
bamE	gene-b2617	TRANSCRIPT_gene-b2617	protein_coding	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25
barA	gene-b2786	TRANSCRIPT_gene-b2786	protein_coding	0	4	1	97	0	0	0	0	62	0	0	0	1	0	0	0	0	0	0	0	4	35
basR	gene-b4113	TRANSCRIPT_gene-b4113	protein_coding	0	7	2	45	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	7	11
basS	gene-b4112	TRANSCRIPT_gene-b4112	protein_coding	0	0	1	57	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	19
bax	gene-b3570	TRANSCRIPT_gene-b3570	protein_coding	0	0	0	28	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	5
baxL	gene-b4794	TRANSCRIPT_gene-b4794	protein_coding	0	0	0	23	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	5
bcp	gene-b2480	TRANSCRIPT_gene-b2480	protein_coding	0	0	0	58	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	6
bcr	gene-b2182	TRANSCRIPT_gene-b2182	protein_coding	0	0	0	33	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1
bcsA	gene-b3533	TRANSCRIPT_gene-b3533	protein_coding	0	9	0	80	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	9	27
bcsB	gene-b3532	TRANSCRIPT_gene-b3532	protein_coding	0	17	4	56	0	0	0	0	37	0	0	0	4	0	0	0	0	0	0	0	17	19
bcsC	gene-b3530	TRANSCRIPT_gene-b3530	protein_coding	0	23	3	38	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	23	36
bcsE	gene-b3536	TRANSCRIPT_gene-b3536	protein_coding	0	0	0	51	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	29
bcsF	gene-b3537	TRANSCRIPT_gene-b3537	protein_coding	0	0	0	40	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	18
bcsG	gene-b3538	TRANSCRIPT_gene-b3538	protein_coding	0	1	0	38	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	17
bcsQ	bcsQ	gene-b3534	pseudogene	0	0	0	62	0	0	0	0	23	0	0	0	0	0	9	0	0	0	0	0	0	30
bcsZ	gene-b3531	TRANSCRIPT_gene-b3531	protein_coding	0	10	1	58	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	10	32
bdcA	gene-b4249	TRANSCRIPT_gene-b4249	protein_coding	0	6	5	280	0	0	0	0	80	0	0	0	5	0	0	0	0	0	0	0	6	200
bdcR	gene-b4251	TRANSCRIPT_gene-b4251	protein_coding	0	9	6	299	0	0	0	0	221	0	0	0	6	0	0	0	0	0	0	0	9	78
bdm	gene-b1481	TRANSCRIPT_gene-b1481	protein_coding	0	1	0	26	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	18
beeE	gene-b1151	TRANSCRIPT_gene-b1151	protein_coding	0	0	0	98	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0
bepA	gene-b2494	TRANSCRIPT_gene-b2494	protein_coding	0	16	0	71	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	16	56
betA	gene-b0311	TRANSCRIPT_gene-b0311	protein_coding	0	11	3	59	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	11	58
betB	gene-b0312	TRANSCRIPT_gene-b0312	protein_coding	0	16	3	54	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	0	16	40
betI	gene-b0313	TRANSCRIPT_gene-b0313	protein_coding	0	12	6	57	0	0	0	0	33	0	0	0	6	0	0	0	0	0	0	0	12	24
betT	gene-b0314	TRANSCRIPT_gene-b0314	protein_coding	0	19	0	78	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	19	53
bfd	gene-b3337	TRANSCRIPT_gene-b3337	protein_coding	0	0	0	41	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	27
bfr	gene-b3336	TRANSCRIPT_gene-b3336	protein_coding	0	0	0	43	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	27
bglA	gene-b2901	TRANSCRIPT_gene-b2901	protein_coding	0	32	2	72	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	32	25
bglB	gene-b3721	TRANSCRIPT_gene-b3721	protein_coding	1	14	6	139	0	0	0	0	80	1	0	0	6	0	0	0	0	0	0	0	14	59
bglF	gene-b3722	TRANSCRIPT_gene-b3722	protein_coding	0	19	5	149	0	0	0	0	75	0	0	0	5	0	0	0	0	0	0	0	19	74
bglG	gene-b3723	TRANSCRIPT_gene-b3723	protein_coding	0	12	2	137	0	0	0	0	67	0	0	0	2	0	0	0	0	0	0	0	12	70
bglH	gene-b3720	TRANSCRIPT_gene-b3720	protein_coding	0	19	2	155	0	0	0	0	82	0	0	0	2	0	0	0	0	0	0	0	19	73
bglJ	gene-b4366	TRANSCRIPT_gene-b4366	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
bglX	gene-b2132	TRANSCRIPT_gene-b2132	protein_coding	0	28	2	41	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	28	3
bhsA	gene-b1112	TRANSCRIPT_gene-b1112	protein_coding	0	1	0	112	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	1	50
bhsB	gene-b4832	rna-b4832	lincRNA	0	0	0	112	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	50
bidA	gene-b1593	TRANSCRIPT_gene-b1593	protein_coding	0	0	0	22	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	17
bioA	gene-b0774	TRANSCRIPT_gene-b0774	protein_coding	0	9	4	41	0	0	0	0	9	0	0	0	4	0	0	0	0	0	0	0	9	32
bioB	gene-b0775	TRANSCRIPT_gene-b0775	protein_coding	0	7	0	46	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	7	21
bioC	gene-b0777	TRANSCRIPT_gene-b0777	protein_coding	0	0	0	54	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	45
bioD	gene-b0778	TRANSCRIPT_gene-b0778	protein_coding	0	1	1	69	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	1	44
bioF	gene-b0776	TRANSCRIPT_gene-b0776	protein_coding	0	16	7	30	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	16	28
bioH	gene-b3412	TRANSCRIPT_gene-b3412	protein_coding	0	1	1	116	0	0	0	0	60	0	0	0	1	0	0	0	0	0	0	0	1	56
bioP	gene-b3827	TRANSCRIPT_gene-b3827	protein_coding	0	17	1	257	0	0	0	0	126	0	0	0	1	0	0	0	0	0	0	0	17	131
bipA	gene-b3871	TRANSCRIPT_gene-b3871	protein_coding	0	4	0	135	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	4	26
birA	gene-b3973	TRANSCRIPT_gene-b3973	protein_coding	0	8	2	41	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	8	31
bisC	gene-b3551	TRANSCRIPT_gene-b3551	protein_coding	0	25	11	74	0	0	0	0	63	0	0	0	11	0	0	0	0	0	0	0	25	11
blc	gene-b4149	TRANSCRIPT_gene-b4149	protein_coding	1	11	0	122	0	0	0	0	64	0	0	0	0	0	0	1	0	0	1	0	11	58
blr	gene-b4409	TRANSCRIPT_gene-b4409	protein_coding	0	0	0	64	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	52
bluF	gene-b1163	TRANSCRIPT_gene-b1163	protein_coding	0	8	2	127	0	0	0	0	119	0	0	0	2	0	0	0	0	0	0	0	8	8
bluR	gene-b1162	TRANSCRIPT_gene-b1162	protein_coding	0	6	2	189	0	0	0	0	168	0	0	0	2	0	0	0	0	0	0	0	6	21
bolA	gene-b0435	TRANSCRIPT_gene-b0435	protein_coding	0	0	0	63	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	60
borD	gene-b0557	TRANSCRIPT_gene-b0557	protein_coding	0	6	7	241	0	0	0	0	189	0	0	0	7	0	0	0	0	0	0	0	6	52
brnQ	gene-b0401	TRANSCRIPT_gene-b0401	protein_coding	0	3	0	61	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3	45
bsmA	gene-b4189	TRANSCRIPT_gene-b4189	protein_coding	0	0	0	123	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	101
bssR	gene-b0836	TRANSCRIPT_gene-b0836	protein_coding	0	0	0	41	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	20
bssS	gene-b1060	TRANSCRIPT_gene-b1060	protein_coding	0	0	1	58	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	56
btsR	gene-b2125	TRANSCRIPT_gene-b2125	protein_coding	0	0	0	183	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	60
btsS	gene-b2126	TRANSCRIPT_gene-b2126	protein_coding	0	23	1	136	0	0	0	0	99	0	0	0	1	0	0	0	0	0	0	0	23	37
btsT	gene-b4354	TRANSCRIPT_gene-b4354	protein_coding	0	20	2	139	0	0	0	0	128	0	0	0	2	0	0	0	0	0	0	0	20	11
btuB	gene-b3966	TRANSCRIPT_gene-b3966	protein_coding	1	0	1	16	0	0	0	0	12	0	0	0	1	0	0	0	0	1	0	0	0	4
btuC	gene-b1711	TRANSCRIPT_gene-b1711	protein_coding	0	0	0	33	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	2
btuD	gene-b1709	TRANSCRIPT_gene-b1709	protein_coding	0	0	2	37	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	0	2
btuE	gene-b1710	TRANSCRIPT_gene-b1710	protein_coding	0	0	0	35	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	2
btuF	gene-b0158	TRANSCRIPT_gene-b0158	protein_coding	0	4	1	70	0	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	4	27
btuR	gene-b1270	TRANSCRIPT_gene-b1270	protein_coding	0	0	0	58	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	2
cadA	gene-b4131	TRANSCRIPT_gene-b4131	protein_coding	0	10	0	53	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	10	34
cadB	gene-b4132	TRANSCRIPT_gene-b4132	protein_coding	0	7	0	71	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	7	43
cadC	gene-b4133	TRANSCRIPT_gene-b4133	protein_coding	0	8	1	70	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	8	34
caiA	gene-b0039	TRANSCRIPT_gene-b0039	protein_coding	0	5	0	113	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	5	33
caiB	gene-b0038	TRANSCRIPT_gene-b0038	protein_coding	1	6	1	125	0	0	0	0	86	1	0	0	1	0	0	0	0	0	0	0	6	39
caiC	gene-b0037	TRANSCRIPT_gene-b0037	protein_coding	0	20	10	131	0	0	0	0	88	0	0	0	10	0	0	0	0	0	0	0	20	43
caiD	gene-b0036	TRANSCRIPT_gene-b0036	protein_coding	0	11	0	150	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	11	56
caiE	gene-b0035	TRANSCRIPT_gene-b0035	protein_coding	0	5	5	154	0	0	0	0	94	0	0	0	5	0	0	0	0	0	0	0	5	60
caiF	gene-b0034	TRANSCRIPT_gene-b0034	protein_coding	0	2	0	172	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	2	90
caiT	gene-b0040	TRANSCRIPT_gene-b0040	protein_coding	0	10	2	93	0	0	0	0	60	0	0	0	2	0	0	0	0	0	0	0	10	33
can	gene-b0126	TRANSCRIPT_gene-b0126	protein_coding	0	5	0	39	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	5	7
carA	gene-b0032	TRANSCRIPT_gene-b0032	protein_coding	0	19	0	196	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	19	107
carB	gene-b0033	TRANSCRIPT_gene-b0033	protein_coding	0	58	2	195	0	0	0	0	77	0	0	0	2	0	0	0	0	0	0	0	58	118
cas1	gene-b2755	TRANSCRIPT_gene-b2755	protein_coding	0	0	0	70	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0
cas2	gene-b2754	TRANSCRIPT_gene-b2754	protein_coding	0	0	0	70	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0
cas3	gene-b2761	TRANSCRIPT_gene-b2761	protein_coding	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
casA	gene-b2760	TRANSCRIPT_gene-b2760	protein_coding	0	0	0	39	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	35
casB	gene-b2759	TRANSCRIPT_gene-b2759	protein_coding	0	0	0	40	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	7
casC	gene-b2758	TRANSCRIPT_gene-b2758	protein_coding	0	0	0	38	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0
casD	gene-b2757	TRANSCRIPT_gene-b2757	protein_coding	0	0	0	45	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
casE	gene-b2756	TRANSCRIPT_gene-b2756	protein_coding	0	0	0	51	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0
cbeA	gene-b2004	TRANSCRIPT_gene-b2004	protein_coding	0	14	18	275	0	0	0	0	127	0	0	0	18	0	0	0	0	0	0	0	14	148
cbl	gene-b1987	TRANSCRIPT_gene-b1987	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
cbpA	gene-b1000	TRANSCRIPT_gene-b1000	protein_coding	0	0	0	117	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	109
cbpM	gene-b0999	TRANSCRIPT_gene-b0999	protein_coding	0	0	0	109	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	100
cbrA	gene-b3690	TRANSCRIPT_gene-b3690	protein_coding	0	15	5	94	0	0	0	0	44	0	0	0	5	0	0	0	0	0	0	0	15	50
cbrB	gene-b3716	TRANSCRIPT_gene-b3716	protein_coding	0	8	6	156	0	0	0	1	70	0	0	0	5	0	0	0	0	0	0	0	8	86
cbrC	gene-b3717	TRANSCRIPT_gene-b3717	protein_coding	0	2	2	163	0	0	0	0	75	0	0	0	2	0	0	0	0	0	0	0	2	88
cbtA	gene-b2005	TRANSCRIPT_gene-b2005	protein_coding	0	22	11	248	0	0	0	0	96	0	0	0	11	0	0	0	0	0	0	0	22	152
cca	gene-b3056	TRANSCRIPT_gene-b3056	protein_coding	0	3	0	23	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	12
